Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,36,M,3,Unknown,Single,$60K - $80K,Blue,3,11684,1786,2969,88
Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,6,4475,0,3367,66
Existing Customer,28,M,1,Uneducated,Single,$60K - $80K,Blue,6,16604,1716,2580,61
Existing Customer,59,M,1,High School,Married,$40K - $60K,Blue,6,5446,1885,1505,33
Existing Customer,43,M,3,Uneducated,Unknown,$80K - $120K,Blue,5,28700,769,3395,71
Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,3,2888,1676,3798,58
Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,4,9451,1280,3179,79
Existing Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,3,13933,1019,3504,62
Existing Customer,44,M,1,High School,Married,Less than $40K,Blue,5,6130,808,3411,78
Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,6,15008,0,3943,85
Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,4,4583,1586,2395,57
Attrited Customer,48,M,4,Uneducated,Single,$40K - $60K,Blue,1,5268,2191,2138,40
Existing Customer,58,M,2,Unknown,Married,$60K - $80K,Blue,4,14976,1463,1599,36
Existing Customer,37,F,3,High School,Single,Less than $40K,Blue,3,2282,0,2751,68
Attrited Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,3,5130,0,1434,31
Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,4,5702,0,3928,75
Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,3,14480,0,1616,43
Existing Customer,51,M,3,Graduate,Divorced,$40K - $60K,Blue,5,7570,1388,3849,70
Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,Blue,4,12878,1628,1968,59
Existing Customer,61,M,2,High School,Single,$60K - $80K,Silver,5,26218,0,3925,88
Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,6,34516,1323,3422,78
Existing Customer,36,F,3,High School,Single,Unknown,Blue,6,2804,2090,2812,77
Existing Customer,35,M,1,Graduate,Married,$40K - $60K,Blue,5,5801,1176,2987,52
Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,5,2271,1278,1550,33
Existing Customer,36,F,1,Post-Graduate,Married,Less than $40K,Blue,6,3107,2354,2720,48
Existing Customer,33,F,4,Graduate,Single,Less than $40K,Blue,5,2001,1217,3162,99
Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,4,1438.3,0,2557,55
Existing Customer,65,M,1,High School,Single,Unknown,Blue,4,4465,703,4044,66
Existing Customer,61,M,1,Graduate,Married,$60K - $80K,Blue,6,3264,1348,1665,32
Existing Customer,44,M,4,Graduate,Unknown,$80K - $120K,Blue,4,26856,0,4222,75
Existing Customer,38,M,1,Doctorate,Single,$80K - $120K,Silver,6,34516,1435,4238,85
Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,4,21756,0,3063,71
Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,4,4726,1551,3658,70
Attrited Customer,41,M,5,Unknown,Single,$60K - $80K,Gold,2,34516,2517,1727,35
Existing Customer,45,F,2,Unknown,Single,Less than $40K,Blue,6,5596,0,3212,64
Existing Customer,37,M,0,Post-Graduate,Single,$80K - $120K,Blue,5,15326,0,2990,55
Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,3,11373,1319,1976,35
Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,3,2644,1691,3495,70
Existing Customer,37,F,1,Graduate,Single,$40K - $60K,Blue,6,2673,2517,3052,63
Existing Customer,54,M,4,Unknown,Married,$60K - $80K,Blue,3,7477,1752,1543,34
Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,5,16227,917,4314,67
Existing Customer,41,M,2,Unknown,Single,$80K - $120K,Blue,3,19110,2449,4478,76
Existing Customer,49,M,2,Unknown,Single,$40K - $60K,Blue,5,2993,1265,4089,72
Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,3,3290,2461,3591,80
Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,4,11176,2422,2682,64
Existing Customer,48,F,4,High School,Married,Unknown,Blue,4,21416,0,4221,75
Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,3,2492,1668,1606,32
Existing Customer,54,M,2,Post-Graduate,Single,$60K - $80K,Blue,3,14265,1878,3982,58
Existing Customer,46,F,4,Unknown,Single,$40K - $60K,Silver,6,16985,968,2961,56
Existing Customer,47,F,4,High School,Single,Less than $40K,Blue,4,7469,1899,3150,70
Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,6,4592,2517,1470,33
Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,6,4341,0,3825,63
Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Gold,6,34516,0,4077,67
Existing Customer,34,M,3,Post-Graduate,Unknown,$60K - $80K,Silver,4,27710,0,4014,73
Existing Customer,33,F,1,College,Single,Less than $40K,Silver,4,13431,1583,2338,71
Existing Customer,49,M,1,High School,Unknown,$60K - $80K,Blue,6,2645,1499,4251,69
Existing Customer,44,M,3,Doctorate,Single,$120K +,Blue,4,14028,1435,3683,73
Existing Customer,36,M,1,Uneducated,Divorced,$80K - $120K,Blue,4,34516,774,3030,74
Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,4,5699,1006,2835,57
Existing Customer,46,M,3,Unknown,Divorced,$120K +,Blue,5,16284,0,3018,75
Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,4,3226,2073,3250,70
Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,6,2803,778,3142,64
Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,6,34516,2010,2776,59
Existing Customer,59,M,1,Uneducated,Single,Less than $40K,Blue,5,2192,1569,4010,79
Existing Customer,37,F,3,Unknown,Single,Unknown,Blue,3,8318,1945,3676,77
Attrited Customer,40,M,3,Graduate,Unknown,$60K - $80K,Blue,4,6391,0,2323,44
Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,5,4736,945,3927,73
Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,5,9944,1606,3159,69
Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,6,4717,0,2349,66
Existing Customer,43,F,4,Unknown,Unknown,Unknown,Blue,5,12778,1528,3337,69
Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,5,16920,2157,3275,60
Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,Blue,6,3240,2517,1904,41
Existing Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,4,4704,0,3294,87
Existing Customer,41,F,5,High School,Single,$40K - $60K,Blue,6,14987,1425,4470,83
Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,4,3554,1563,3640,59
Existing Customer,46,M,3,Graduate,Married,$120K +,Blue,3,9227,938,3948,74
Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,3,7522,1057,2533,62
Existing Customer,31,F,0,College,Married,Less than $40K,Blue,5,1677,0,3059,50
Existing Customer,48,M,1,High School,Single,$60K - $80K,Blue,6,2319,1630,3739,68
Existing Customer,39,F,1,Unknown,Married,Less than $40K,Blue,6,2722,1592,3205,49
Existing Customer,50,F,2,Unknown,Married,Less than $40K,Blue,3,2046,0,3446,71
Existing Customer,47,M,4,Unknown,Single,$80K - $120K,Silver,5,34516,0,2851,80
Existing Customer,53,M,3,High School,Single,$80K - $120K,Blue,6,18531,1548,2484,52
Existing Customer,45,M,4,Graduate,Married,$40K - $60K,Blue,5,4112,0,2949,54
Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,4,34516,0,4143,68
Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Silver,4,34516,1263,2759,65
Existing Customer,39,M,1,Uneducated,Married,Less than $40K,Blue,3,4683,2514,2010,45
Existing Customer,62,M,0,Unknown,Married,$40K - $60K,Blue,4,1438.3,0,1406,27
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,4,4224,2417,1458,29
Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,3,7133,0,2689,62
Existing Customer,34,F,1,High School,Single,Unknown,Blue,6,10253,1857,3042,66
Existing Customer,44,F,2,Doctorate,Single,$40K - $60K,Blue,4,4210,0,4248,65
Existing Customer,49,M,3,High School,Single,$120K +,Blue,5,12630,1822,4084,66
Existing Customer,26,M,0,Graduate,Divorced,Unknown,Blue,6,21084,2517,2309,71
Attrited Customer,56,F,2,College,Single,Less than $40K,Blue,3,3639,2178,1865,42
Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,4,31945,1591,3650,62
Attrited Customer,65,F,0,High School,Single,Unknown,Blue,3,5894,477,1616,32
Existing Customer,65,F,1,Unknown,Single,Less than $40K,Blue,4,2209,0,3292,52
Existing Customer,35,M,1,College,Single,$60K - $80K,Blue,3,23447,1515,2834,77
Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,4,4180,688,3750,76
Existing Customer,53,F,1,Graduate,Single,$40K - $60K,Blue,3,4930,2227,4224,77
Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,6,3417,1749,2068,34
Existing Customer,50,F,1,College,Single,Less than $40K,Blue,4,4785,1965,3651,59
Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Silver,5,12685,0,4454,74
Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,3,21374,0,4100,79
Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,4,1911,1217,1965,49
Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,Blue,6,8666,0,3593,71
Existing Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,4,2759,2501,1650,34
Attrited Customer,49,F,2,Unknown,Single,Unknown,Blue,5,5984,0,1838,42
Existing Customer,45,F,4,High School,Unknown,Unknown,Blue,6,23000,1097,3886,70
Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,5,1438.3,0,2882,68
Existing Customer,49,M,3,Graduate,Married,Less than $40K,Blue,3,2976,1817,3332,60
Existing Customer,43,M,3,High School,Single,$120K +,Blue,3,34516,0,1996,48
Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,5,1438.3,0,1539,40
Existing Customer,46,M,0,High School,Divorced,$80K - $120K,Blue,3,16099,0,3656,88
Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,4,19595,1187,3811,62
Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,3,13193,1749,4071,64
Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,3,8184,1508,4134,71
Existing Customer,30,M,1,Unknown,Married,Less than $40K,Blue,3,2607,1966,1719,45
Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,4,5758,0,4422,76
Existing Customer,51,M,2,Doctorate,Single,$120K +,Blue,4,25873,582,3920,84
Existing Customer,46,M,2,Unknown,Divorced,$60K - $80K,Blue,6,2695,1657,4068,53
Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,4,20860,1496,3435,56
Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,6,1892,1049,4558,60
Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,3,27751,1018,1427,25
Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,6,34516,657,3661,71
Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,3,24580,2517,3069,62
Attrited Customer,49,M,2,High School,Married,$80K - $120K,Blue,3,29893,0,2063,48
Existing Customer,43,M,1,Unknown,Married,$80K - $120K,Blue,5,21165,735,3343,60
Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,3,9148,561,3451,59
Existing Customer,55,M,2,Unknown,Married,$80K - $120K,Blue,4,10979,1889,1425,33
Existing Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,3,6519,851,3088,65
Existing Customer,44,M,5,High School,Married,$80K - $120K,Blue,3,2509,1464,3166,72
Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,3,2664,0,3135,59
Existing Customer,40,F,2,Unknown,Married,Unknown,Blue,5,14999,1123,3441,69
Existing Customer,32,F,1,High School,Single,Less than $40K,Silver,4,10332,948,2914,67
Existing Customer,50,M,4,Unknown,Married,$60K - $80K,Blue,5,10226,1638,3321,57
Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,6,12050,1821,2381,40
Existing Customer,39,M,2,High School,Single,$120K +,Blue,5,26124,0,4199,92
Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,6,9816,0,3489,81
Existing Customer,52,F,2,College,Single,Less than $40K,Blue,4,2783,2379,3897,74
Existing Customer,49,M,3,Graduate,Unknown,$60K - $80K,Blue,5,15942,0,1742,41
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Silver,4,12222,1260,3418,78
Existing Customer,38,F,4,Doctorate,Married,Less than $40K,Blue,4,4002,1402,2114,53
Existing Customer,60,M,0,College,Single,$80K - $120K,Silver,6,34516,1388,3261,64
Existing Customer,48,M,2,High School,Single,$80K - $120K,Blue,3,10227,1695,3577,82
Existing Customer,45,F,2,Graduate,Single,Less than $40K,Blue,3,4265,1622,3244,62
Existing Customer,47,M,2,Unknown,Unknown,$60K - $80K,Blue,3,13867,0,4297,68
Existing Customer,43,M,2,Doctorate,Divorced,$40K - $60K,Blue,4,2243,0,4023,63
Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,6,11239,1375,3978,89
Existing Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,5,22558,818,3855,70
Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,5,34516,891,2687,64
Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,4,23510,1049,1661,35
Existing Customer,63,F,0,Uneducated,Unknown,$40K - $60K,Blue,6,1651,1433,4050,58
Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,6,8693,796,4755,69
Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,3,4549,1193,1914,33
Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,3,3558,0,4136,65
Attrited Customer,51,F,1,Graduate,Single,Less than $40K,Blue,1,7176,0,1375,33
Existing Customer,44,M,3,Unknown,Single,$80K - $120K,Silver,3,34516,657,4614,76
Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,3,18293,0,2958,63
Existing Customer,40,F,2,Graduate,Divorced,Unknown,Blue,6,18332,1376,4095,67
Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,5,6383,1436,4462,88
Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,5,13441,2517,1894,49
Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,3,20114,0,4740,88
Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,3,2019,1387,1689,36
Existing Customer,38,M,3,High School,Single,$60K - $80K,Silver,6,34516,1793,4533,78
Attrited Customer,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,3,1438.3,0,1427,36
Attrited Customer,46,M,4,High School,Married,$60K - $80K,Blue,1,8017,0,1657,43
Existing Customer,49,F,1,Doctorate,Married,Unknown,Blue,3,8519,0,3698,65
Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,6,34516,2135,3514,63
Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,6,9474,1021,3240,54
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,5,6587,824,4160,70
Existing Customer,32,M,1,High School,Single,$60K - $80K,Blue,4,2999,0,3018,80
Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,3,7154,1472,3607,59
Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,4,4039,1397,1494,36
Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,6,5516,2517,1532,24
Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,3,5577,689,4256,70
Existing Customer,34,M,3,Unknown,Unknown,$80K - $120K,Blue,6,8628,1500,2902,60
Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,5,30137,1368,3522,74
Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,4,9778,2154,3413,66
Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,4,20912,0,4172,84
Existing Customer,49,M,3,High School,Single,$120K +,Blue,3,14699,1049,4890,64
Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,6,10350,0,3396,63
Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,5,11346,0,3784,67
Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,4,15987,1345,3640,56
Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,3,19711,0,3602,72
Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,4,8650,1929,2878,63
Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,5,34516,1316,3542,60
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,6,9748,1354,3323,66
Existing Customer,49,F,3,Unknown,Unknown,Less than $40K,Blue,3,2454,2060,3777,75
Attrited Customer,48,M,3,Post-Graduate,Unknown,$120K +,Blue,2,34516,0,1632,44
Existing Customer,47,F,3,High School,Unknown,Less than $40K,Blue,4,4255,1681,3453,72
Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,4,3271,1367,2464,92
Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,3,3480,724,2807,65
Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,3,13306,2458,3556,68
Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,6,13637,0,3625,73
Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,4,6733,1028,4444,72
Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,3,2728,1365,4293,83
Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,5,6250,644,2433,41
Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,5,3653,881,3297,66
Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,4,22919,1368,3752,71
Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,3,34516,0,2686,59
Existing Customer,44,M,3,Unknown,Married,$80K - $120K,Blue,3,4198,1782,2051,36
Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,6,7532,0,3550,68
Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,4,4587,1704,2968,65
Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,5,12250,2165,1995,39
Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,6,17753,1899,3986,64
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,4,12535,2049,3283,74
Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,6,3541,1444,3410,69
Existing Customer,43,F,3,Graduate,Divorced,Unknown,Blue,6,14622,0,4632,67
Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,3,23973,0,3560,71
Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,4,29200,1310,3042,73
Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,3,10077,0,2118,52
Existing Customer,44,F,4,Doctorate,Married,Unknown,Blue,5,8667,1775,3939,69
Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,4,12871,758,3060,60
Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,3,2346,0,3982,72
Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,4,9919,0,2058,70
Existing Customer,50,M,3,Unknown,Single,$120K +,Blue,4,17087,0,3519,70
Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,2,5505,2517,2272,42
Existing Customer,49,F,3,Uneducated,Divorced,Less than $40K,Blue,4,1902,0,3731,53
Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,3,4254,2464,2366,62
Existing Customer,51,M,2,Unknown,Unknown,$80K - $120K,Blue,6,9854,1886,3912,76
Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,5,7711,988,2078,42
Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,3,3213,2517,2666,46
Existing Customer,46,M,2,Unknown,Unknown,$120K +,Blue,3,3132,1466,3612,59
Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,3,9977,2088,3530,61
Existing Customer,53,F,2,College,Married,Unknown,Blue,5,5659,1393,1570,40
Attrited Customer,62,M,0,Unknown,Single,$40K - $60K,Silver,3,17161,0,1898,42
Existing Customer,65,F,1,Unknown,Single,Unknown,Blue,5,5018,1131,4028,81
Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,4,11474,1063,3242,74
Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,6,7925,1445,3815,65
Existing Customer,28,F,0,Uneducated,Single,Less than $40K,Silver,6,12793,1650,2671,67
Existing Customer,49,M,2,Unknown,Single,Less than $40K,Blue,4,4834,0,1876,35
Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,6,1438.3,688,4208,86
Existing Customer,55,M,3,College,Single,$120K +,Blue,5,12948,1839,2481,42
Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,1,5662,1484,1693,25
Existing Customer,34,F,2,High School,Single,Less than $40K,Blue,4,2799,0,2311,43
Existing Customer,50,M,2,Unknown,Married,$80K - $120K,Blue,3,6030,1315,3420,81
Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,Blue,5,6779,1359,3434,65
Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,5,15248,1242,4758,83
Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,4,15583,0,3938,69
Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,3,2576,1754,2880,69
Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Silver,6,25270,1090,1941,51
Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,3,8717,719,2067,59
Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,4,1438.3,0,3748,64
Existing Customer,45,M,5,College,Single,$80K - $120K,Blue,4,33755,2301,3458,71
Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,5,7282,0,3364,69
Existing Customer,42,M,4,Unknown,Single,$80K - $120K,Blue,6,7260,713,4253,73
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,6,12952,1864,3472,51
